create file1
use file1
afu todd
insert name= aaccf ; CWID= 10000000 ; color= black ; age= 37 ; salary= 104883.3149 ;
insert name= bcspatch ; CWID= 10001908 ; color= purple ; age= 29 ; salary= 62643.13777 ;
insert name= bea ; CWID= 10001909 ; color= crimson ; age= 29 ; salary= 95009.94902 ;
insert name= beach ; CWID= 10001910 ; color= black ; age= 81 ; salary= 86484.36571 ;
insert name= beadley ; CWID= 10001911 ; color= white ; age= 7 ; salary= 39748.94589 ;
insert name= beagley ; CWID= 10001912 ; color= red ; age= 76 ; salary= 59969.44347 ;
insert name= beal ; CWID= 10001913 ; color= green ; age= 0 ; salary= 106637.9167 ;
insert name= beale ; CWID= 10001914 ; color= blue ; age= 24 ; salary= 34719.95353 ;
insert name= beall ; CWID= 10001915 ; color= orange ; age= 18 ; salary= 16746.224 ;
insert name= bealle ; CWID= 10001916 ; color= yellow ; age= 24 ; salary= 64790.49151 ;
insert name= beals ; CWID= 10001917 ; color= pink ; age= 64 ; salary= 33377.34054 ;
insert name= beana ; CWID= 10001918 ; color= purple ; age= 92 ; salary= 61161.34396 ;
insert name= bear ; CWID= 10001919 ; color= crimson ; age= 97 ; salary= 100935.505 ;
insert name= beardmor ; CWID= 10001920 ; color= black ; age= 53 ; salary= 31195.63536 ;
insert name= bearnard ; CWID= 10001921 ; color= white ; age= 7 ; salary= 69375.1906 ;
insert name= bears ; CWID= 10001922 ; color= red ; age= 46 ; salary= 57700.13414 ;
insert name= beasley ; CWID= 10001923 ; color= green ; age= 13 ; salary= 70982.40166 ;
insert name= beata ; CWID= 10001924 ; color= blue ; age= 30 ; salary= 49971.02263 ;
insert name= beate ; CWID= 10001925 ; color= orange ; age= 98 ; salary= 102874.4384 ;
insert name= beato ; CWID= 10001926 ; color= yellow ; age= 29 ; salary= 68683.16859 ;
insert name= beaton ; CWID= 10001927 ; color= pink ; age= 0 ; salary= 88460.537 ;
insert name= beatrice ; CWID= 10001928 ; color= purple ; age= 17 ; salary= 23682.20235 ;
insert name= beatrisa ; CWID= 10001929 ; color= crimson ; age= 90 ; salary= 45659.43554 ;
insert name= beatrix ; CWID= 10001930 ; color= black ; age= 59 ; salary= 85337.06828 ;
insert name= beatriz ; CWID= 10001931 ; color= white ; age= 7 ; salary= 56387.9726 ;
insert name= beattie ; CWID= 10001932 ; color= red ; age= 57 ; salary= 97121.24288 ;
insert name= beattie- ; CWID= 10001933 ; color= green ; age= 5 ; salary= 82228.34361 ;
insert name= beatty ; CWID= 10001934 ; color= blue ; age= 50 ; salary= 83154.19628 ;
insert name= beaty ; CWID= 10001935 ; color= orange ; age= 6 ; salary= 67560.88254 ;
insert name= beau ; CWID= 10001936 ; color= yellow ; age= 39 ; salary= 97903.75026 ;
insert name= beaubien ; CWID= 10001937 ; color= pink ; age= 95 ; salary= 56161.95131 ;
insert name= beaucair ; CWID= 10001938 ; color= purple ; age= 54 ; salary= 45807.02885 ;
insert name= beauchai ; CWID= 10001939 ; color= crimson ; age= 66 ; salary= 95409.73854 ;
insert name= beaucham ; CWID= 10001940 ; color= black ; age= 73 ; salary= 63334.30327 ;
insert name= beauchem ; CWID= 10001941 ; color= white ; age= 89 ; salary= 100774.8213 ;
insert name= beaudet ; CWID= 10001942 ; color= red ; age= 22 ; salary= 103125.0184 ;
insert name= beaudett ; CWID= 10001943 ; color= green ; age= 79 ; salary= 67988.50021 ;
insert name= beaudin ; CWID= 10001944 ; color= blue ; age= 47 ; salary= 79261.71787 ;
insert name= beaudoin ; CWID= 10001945 ; color= orange ; age= 43 ; salary= 45650.56432 ;
insert name= beaudry ; CWID= 10001946 ; color= yellow ; age= 38 ; salary= 98904.14666 ;
insert name= beaufort ; CWID= 10001947 ; color= pink ; age= 43 ; salary= 61172.91737 ;
insert name= beaule ; CWID= 10001948 ; color= purple ; age= 66 ; salary= 42727.82233 ;
insert name= beaulieu ; CWID= 10001949 ; color= crimson ; age= 31 ; salary= 34477.78299 ;
insert name= beaumier ; CWID= 10001950 ; color= black ; age= 13 ; salary= 62897.09865 ;
insert name= beaumont ; CWID= 10001951 ; color= white ; age= 7 ; salary= 77254.95444 ;
insert name= beaupre ; CWID= 10001952 ; color= red ; age= 24 ; salary= 50740.61403 ;
insert name= beaurega ; CWID= 10001953 ; color= green ; age= 17 ; salary= 38868.12076 ;
insert name= beausejo ; CWID= 10001954 ; color= blue ; age= 39 ; salary= 92057.58763 ;
insert name= beauvais ; CWID= 10001955 ; color= orange ; age= 5 ; salary= 104156.7604 ;
insert name= beavingt ; CWID= 10001956 ; color= yellow ; age= 15 ; salary= 45482.34931 ;
insert name= beavis ; CWID= 10001957 ; color= pink ; age= 86 ; salary= 101990.8777 ;
insert name= beb ; CWID= 10001958 ; color= purple ; age= 57 ; salary= 41345.54732 ;
insert name= bebber ; CWID= 10001959 ; color= crimson ; age= 99 ; salary= 54802.04752 ;
insert name= bebe ; CWID= 10001960 ; color= black ; age= 24 ; salary= 93667.78484 ;
insert name= bebee ; CWID= 10001961 ; color= white ; age= 34 ; salary= 44243.87621 ;
insert name= becan ; CWID= 10001962 ; color= red ; age= 90 ; salary= 38437.58088 ;
insert name= becca ; CWID= 10001963 ; color= green ; age= 1 ; salary= 84206.63352 ;
insert name= bechara ; CWID= 10001964 ; color= blue ; age= 29 ; salary= 86704.69556 ;
insert name= bechtel ; CWID= 10001965 ; color= orange ; age= 58 ; salary= 19475.32583 ;
insert name= beck ; CWID= 10001966 ; color= yellow ; age= 36 ; salary= 73095.53535 ;
insert name= becka ; CWID= 10001967 ; color= pink ; age= 43 ; salary= 103033.068 ;
insert name= becke ; CWID= 10001968 ; color= purple ; age= 2 ; salary= 109868.8474 ;
insert name= becker ; CWID= 10001969 ; color= crimson ; age= 49 ; salary= 13215.79719 ;
insert name= beckett ; CWID= 10001970 ; color= black ; age= 95 ; salary= 71033.60524 ;
insert name= beckham ; CWID= 10001971 ; color= white ; age= 91 ; salary= 51890.02217 ;
insert name= becki ; CWID= 10001972 ; color= red ; age= 92 ; salary= 107260.3161 ;
insert name= beckie ; CWID= 10001973 ; color= green ; age= 1 ; salary= 57267.53184 ;
insert name= beckman ; CWID= 10001974 ; color= blue ; age= 55 ; salary= 54414.19448 ;
insert name= beckstea ; CWID= 10001975 ; color= orange ; age= 95 ; salary= 85115.96984 ;
insert name= beckwith ; CWID= 10001976 ; color= yellow ; age= 0 ; salary= 51926.68036 ;
insert name= becky ; CWID= 10001977 ; color= pink ; age= 4 ; salary= 73491.06239 ;
insert name= beconovi ; CWID= 10001978 ; color= purple ; age= 3 ; salary= 103184.477 ;
insert name= becquart ; CWID= 10001979 ; color= crimson ; age= 47 ; salary= 71777.56022 ;
insert name= bedard ; CWID= 10001980 ; color= black ; age= 25 ; salary= 31764.15597 ;
insert name= bede ; CWID= 10001981 ; color= white ; age= 0 ; salary= 45084.92999 ;
insert name= bedford ; CWID= 10001982 ; color= red ; age= 60 ; salary= 34197.94026 ;
insert name= bedi ; CWID= 10001983 ; color= green ; age= 69 ; salary= 59662.43823 ;
insert name= bedient ; CWID= 10001984 ; color= blue ; age= 76 ; salary= 102115.8968 ;
insert name= bedlingt ; CWID= 10001985 ; color= orange ; age= 25 ; salary= 72490.83624 ;
insert name= bednar ; CWID= 10001986 ; color= yellow ; age= 41 ; salary= 87033.01019 ;
insert name= bedoya ; CWID= 10001987 ; color= pink ; age= 26 ; salary= 78713.97646 ;
insert name= bedrosia ; CWID= 10001988 ; color= purple ; age= 19 ; salary= 68755.52381 ;
insert name= bee ; CWID= 10001989 ; color= crimson ; age= 0 ; salary= 32895.63421 ;
insert name= beebe ; CWID= 10001990 ; color= black ; age= 99 ; salary= 106314.6906 ;
insert name= beeby ; CWID= 10001991 ; color= white ; age= 60 ; salary= 65288.4626 ;
insert name= beecker ; CWID= 10001992 ; color= red ; age= 75 ; salary= 30546.20042 ;
insert name= beehler ; CWID= 10001993 ; color= green ; age= 23 ; salary= 46367.83632 ;
insert name= beekman ; CWID= 10001994 ; color= blue ; age= 88 ; salary= 40996.22393 ;
insert name= beeman ; CWID= 10001995 ; color= orange ; age= 34 ; salary= 93790.41766 ;
insert name= beerkens ; CWID= 10001996 ; color= yellow ; age= 25 ; salary= 61779.44909 ;
insert name= beers ; CWID= 10001997 ; color= pink ; age= 80 ; salary= 51352.20713 ;
insert name= bees ; CWID= 10001998 ; color= purple ; age= 76 ; salary= 69630.00293 ;
insert name= beeston ; CWID= 10001999 ; color= crimson ; age= 3 ; salary= 40259.4491 ;
insert name= beethove ; CWID= 10002000 ; color= black ; age= 88 ; salary= 37939.21906 ;
insert name= beeton ; CWID= 10002001 ; color= white ; age= 42 ; salary= 55025.95576 ;
insert name= befanis ; CWID= 10002002 ; color= red ; age= 61 ; salary= 15782.72883 ;
insert name= beffert ; CWID= 10002003 ; color= green ; age= 38 ; salary= 44220.07553 ;
insert name= beggs ; CWID= 10002004 ; color= blue ; age= 99 ; salary= 47044.03474 ;
insert name= begley ; CWID= 10002005 ; color= orange ; age= 24 ; salary= 62445.52405 ;
insert name= begum ; CWID= 10002006 ; color= yellow ; age= 59 ; salary= 66258.2914 ;
insert name= behdad ; CWID= 10002007 ; color= pink ; age= 10 ; salary= 58281.79373 ;
insert name= behlen ; CWID= 10002008 ; color= purple ; age= 30 ; salary= 33030.00959 ;
insert name= behler ; CWID= 10002009 ; color= crimson ; age= 15 ; salary= 25326.37981 ;
insert name= behm ; CWID= 10002010 ; color= black ; age= 6 ; salary= 50806.33237 ;
insert name= behnam ; CWID= 10002011 ; color= white ; age= 54 ; salary= 19472.34599 ;
insert name= behrens ; CWID= 10002012 ; color= red ; age= 59 ; salary= 79564.04169 ;
insert name= behroozi ; CWID= 10002013 ; color= green ; age= 60 ; salary= 20477.17023 ;
insert name= behrouz ; CWID= 10002014 ; color= blue ; age= 31 ; salary= 51061.85805 ;
insert name= behzad ; CWID= 10002015 ; color= orange ; age= 98 ; salary= 16790.82475 ;
insert name= beil ; CWID= 10002016 ; color= yellow ; age= 46 ; salary= 20967.85092 ;
insert name= beilin ; CWID= 10002017 ; color= pink ; age= 23 ; salary= 104327.9746 ;
insert name= beilul ; CWID= 10002018 ; color= purple ; age= 25 ; salary= 59530.32752 ;
insert name= beine ; CWID= 10002019 ; color= crimson ; age= 97 ; salary= 50945.63011 ;
insert name= beique ; CWID= 10002020 ; color= black ; age= 35 ; salary= 90758.54651 ;
insert name= beisel ; CWID= 10002021 ; color= white ; age= 9 ; salary= 96888.67597 ;
insert name= beitinja ; CWID= 10002022 ; color= red ; age= 78 ; salary= 68806.9729 ;
insert name= beitris ; CWID= 10002023 ; color= green ; age= 4 ; salary= 53779.30274 ;
insert name= bejar ; CWID= 10002024 ; color= blue ; age= 14 ; salary= 42680.47951 ;
insert name= bekkedam ; CWID= 10002025 ; color= orange ; age= 40 ; salary= 106461.8891 ;
insert name= bekki ; CWID= 10002026 ; color= yellow ; age= 19 ; salary= 28504.1483 ;
insert name= bektas ; CWID= 10002027 ; color= pink ; age= 77 ; salary= 24928.84852 ;
insert name= bel ; CWID= 10002028 ; color= purple ; age= 20 ; salary= 58094.37109 ;
insert name= bela ; CWID= 10002029 ; color= crimson ; age= 20 ; salary= 14007.98058 ;
insert name= belair ; CWID= 10002030 ; color= black ; age= 26 ; salary= 84591.54625 ;
insert name= belaire ; CWID= 10002031 ; color= white ; age= 43 ; salary= 40074.10438 ;
insert name= beland ; CWID= 10002032 ; color= red ; age= 37 ; salary= 45517.82842 ;
insert name= belanger ; CWID= 10002033 ; color= green ; age= 35 ; salary= 105870.0079 ;
insert name= belboul ; CWID= 10002034 ; color= blue ; age= 58 ; salary= 78397.5012 ;
insert name= belcher ; CWID= 10002035 ; color= orange ; age= 55 ; salary= 24145.12924 ;
insert name= belcourt ; CWID= 10002036 ; color= yellow ; age= 10 ; salary= 49788.64945 ;
insert name= belen ; CWID= 10002037 ; color= pink ; age= 8 ; salary= 99735.66168 ;
insert name= belford ; CWID= 10002038 ; color= purple ; age= 85 ; salary= 91183.55917 ;
insert name= belia ; CWID= 10002039 ; color= crimson ; age= 79 ; salary= 97490.93606 ;
insert name= belich ; CWID= 10002040 ; color= black ; age= 10 ; salary= 39861.48931 ;
insert name= belicia ; CWID= 10002041 ; color= white ; age= 45 ; salary= 103469.7723 ;
insert name= belinda ; CWID= 10002042 ; color= red ; age= 2 ; salary= 40145.83379 ;
insert name= belir ; CWID= 10002043 ; color= green ; age= 16 ; salary= 96389.98821 ;
insert name= belisle ; CWID= 10002044 ; color= blue ; age= 94 ; salary= 80171.97284 ;
insert name= belissa ; CWID= 10002045 ; color= orange ; age= 16 ; salary= 65511.48243 ;
insert name= belita ; CWID= 10002046 ; color= yellow ; age= 25 ; salary= 71319.81667 ;
insert name= belk ; CWID= 10002047 ; color= pink ; age= 16 ; salary= 62957.76013 ;
insert name= bell ; CWID= 10002048 ; color= purple ; age= 34 ; salary= 103794.2272 ;
insert name= bella ; CWID= 10002049 ; color= crimson ; age= 74 ; salary= 26216.76949 ;
insert name= bellanca ; CWID= 10002050 ; color= black ; age= 38 ; salary= 43804.06865 ;
insert name= belle ; CWID= 10002051 ; color= white ; age= 93 ; salary= 70881.38754 ;
insert name= bellefeu ; CWID= 10002052 ; color= red ; age= 48 ; salary= 54761.39412 ;
insert name= bellehum ; CWID= 10002053 ; color= green ; age= 8 ; salary= 107935.2461 ;
insert name= bellevil ; CWID= 10002054 ; color= blue ; age= 41 ; salary= 63831.5446 ;
insert name= bellew ; CWID= 10002055 ; color= orange ; age= 18 ; salary= 59942.41309 ;
insert name= belley ; CWID= 10002056 ; color= yellow ; age= 10 ; salary= 106478.2661 ;
insert name= bellina ; CWID= 10002057 ; color= pink ; age= 92 ; salary= 70533.82701 ;
insert name= bellingt ; CWID= 10002058 ; color= purple ; age= 19 ; salary= 27366.95556 ;
insert name= bellis ; CWID= 10002059 ; color= crimson ; age= 64 ; salary= 18412.05608 ;
insert name= bello ; CWID= 10002060 ; color= black ; age= 86 ; salary= 60596.58282 ;
insert name= bellosa ; CWID= 10002061 ; color= white ; age= 24 ; salary= 95251.49347 ;
insert name= belmont ; CWID= 10002062 ; color= red ; age= 21 ; salary= 75526.57491 ;
insert name= belohoub ; CWID= 10002063 ; color= green ; age= 19 ; salary= 41430.48909 ;
insert name= belrango ; CWID= 10002064 ; color= blue ; age= 48 ; salary= 62411.96437 ;
insert name= belson ; CWID= 10002065 ; color= orange ; age= 16 ; salary= 41248.51917 ;
insert name= belton ; CWID= 10002066 ; color= yellow ; age= 57 ; salary= 104716.6116 ;
insert name= beltran ; CWID= 10002067 ; color= pink ; age= 54 ; salary= 103239.934 ;
insert name= belva ; CWID= 10002068 ; color= purple ; age= 83 ; salary= 16775.60295 ;
insert name= belvia ; CWID= 10002069 ; color= crimson ; age= 53 ; salary= 98979.11994 ;
insert name= belyaev ; CWID= 10002070 ; color= black ; age= 61 ; salary= 22899.69171 ;
insert name= belzile ; CWID= 10002071 ; color= white ; age= 72 ; salary= 31372.18172 ;
insert name= bemiller ; CWID= 10002072 ; color= red ; age= 22 ; salary= 44330.39157 ;
insert name= bemis ; CWID= 10002073 ; color= green ; age= 90 ; salary= 76926.70672 ;
insert name= ben ; CWID= 10002074 ; color= blue ; age= 98 ; salary= 44326.83356 ;
insert name= ben-isha ; CWID= 10002075 ; color= orange ; age= 93 ; salary= 46883.58768 ;
insert name= benabdal ; CWID= 10002076 ; color= yellow ; age= 21 ; salary= 97811.45787 ;
insert name= benasso ; CWID= 10002077 ; color= pink ; age= 45 ; salary= 30684.64072 ;
insert name= benavide ; CWID= 10002078 ; color= purple ; age= 13 ; salary= 58360.66552 ;
insert name= benay ; CWID= 10002079 ; color= crimson ; age= 71 ; salary= 74586.62547 ;
insert name= benchimo ; CWID= 10002080 ; color= black ; age= 8 ; salary= 98523.18113 ;
insert name= bencia ; CWID= 10002081 ; color= white ; age= 8 ; salary= 41833.44921 ;
insert name= benda ; CWID= 10002082 ; color= red ; age= 81 ; salary= 108440.8484 ;
insert name= bender ; CWID= 10002083 ; color= green ; age= 18 ; salary= 77250.2001 ;
insert name= bendick ; CWID= 10002084 ; color= blue ; age= 32 ; salary= 27188.52236 ;
insert name= bendicty ; CWID= 10002085 ; color= orange ; age= 54 ; salary= 77833.51464 ;
insert name= bendite ; CWID= 10002086 ; color= yellow ; age= 20 ; salary= 22791.93818 ;
insert name= bendix ; CWID= 10002087 ; color= pink ; age= 81 ; salary= 68485.18859 ;
insert name= beneda ; CWID= 10002088 ; color= purple ; age= 36 ; salary= 83434.90909 ;
insert name= benedek ; CWID= 10002089 ; color= crimson ; age= 5 ; salary= 84706.97522 ;
insert name= benedett ; CWID= 10002090 ; color= black ; age= 56 ; salary= 24569.44077 ;
insert name= benedick ; CWID= 10002091 ; color= white ; age= 98 ; salary= 48383.9261 ;
insert name= benedict ; CWID= 10002092 ; color= red ; age= 13 ; salary= 88248.05424 ;
insert name= benedikt ; CWID= 10002093 ; color= green ; age= 18 ; salary= 63246.03835 ;
insert name= benefiel ; CWID= 10002094 ; color= blue ; age= 1 ; salary= 87043.15517 ;
insert name= benefits ; CWID= 10002095 ; color= orange ; age= 22 ; salary= 92538.28404 ;
insert name= beneteau ; CWID= 10002096 ; color= yellow ; age= 5 ; salary= 44178.27918 ;
insert name= benetta ; CWID= 10002097 ; color= pink ; age= 27 ; salary= 63834.11002 ;
insert name= benfield ; CWID= 10002098 ; color= purple ; age= 36 ; salary= 40521.79578 ;
insert name= benge ; CWID= 10002099 ; color= crimson ; age= 97 ; salary= 94053.43678 ;
insert name= bengt ; CWID= 10002100 ; color= black ; age= 54 ; salary= 16056.23216 ;
insert name= bengtson ; CWID= 10002101 ; color= white ; age= 93 ; salary= 72784.46957 ;
insert name= benham ; CWID= 10002102 ; color= red ; age= 26 ; salary= 63530.93836 ;
insert name= beniamin ; CWID= 10002103 ; color= green ; age= 85 ; salary= 15973.25634 ;
insert name= beninger ; CWID= 10002104 ; color= blue ; age= 26 ; salary= 52985.87045 ;
insert name= benita ; CWID= 10002105 ; color= orange ; age= 89 ; salary= 74005.79358 ;
insert name= benito ; CWID= 10002106 ; color= yellow ; age= 89 ; salary= 73962.77669 ;
insert name= benjamen ; CWID= 10002107 ; color= pink ; age= 36 ; salary= 76766.86986 ;
insert name= benjamin ; CWID= 10002108 ; color= purple ; age= 18 ; salary= 17646.48518 ;
insert name= benjavan ; CWID= 10002109 ; color= crimson ; age= 42 ; salary= 33447.29036 ;
insert name= benjes ; CWID= 10002110 ; color= black ; age= 77 ; salary= 58947.07476 ;
insert name= benji ; CWID= 10002111 ; color= white ; age= 4 ; salary= 96044.13089 ;
insert name= benjie ; CWID= 10002112 ; color= red ; age= 58 ; salary= 31657.04816 ;
insert name= benjy ; CWID= 10002113 ; color= green ; age= 68 ; salary= 81856.11512 ;
insert name= benn ; CWID= 10002114 ; color= blue ; age= 84 ; salary= 53061.77904 ;
insert name= bennatt ; CWID= 10002115 ; color= orange ; age= 25 ; salary= 81132.86379 ;
insert name= benne ; CWID= 10002116 ; color= yellow ; age= 51 ; salary= 38484.90275 ;
insert name= bennefel ; CWID= 10002117 ; color= pink ; age= 88 ; salary= 85731.71842 ;
insert name= benner ; CWID= 10002118 ; color= purple ; age= 66 ; salary= 41212.45306 ;
insert name= bennesa ; CWID= 10002119 ; color= crimson ; age= 39 ; salary= 76725.73315 ;
insert name= bennet ; CWID= 10002120 ; color= black ; age= 92 ; salary= 21670.81404 ;
insert name= bennett ; CWID= 10002121 ; color= white ; age= 62 ; salary= 99979.33384 ;
insert name= benni ; CWID= 10002122 ; color= red ; age= 95 ; salary= 43099.42579 ;
insert name= bennie ; CWID= 10002123 ; color= green ; age= 67 ; salary= 69476.97462 ;
insert name= benning ; CWID= 10002124 ; color= blue ; age= 68 ; salary= 37839.672 ;
insert name= bennison ; CWID= 10002125 ; color= orange ; age= 29 ; salary= 103373.866 ;
